Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL,Term,USE_THIS,Is Term,Original Sort Order,Check Fulltext,ReviewType,Project,local_filename,culled_type,culled_term,culled_date,culled_COMMENTS,missing,IS_DISS,TITLE3,TITLE3_nospace,IS_DISS_TITLE,full_auth,AUTH,IS_AUTH,IS_DISS_AUTH,pq_Title,pq_Authors,pq_documentType,pq_elecPubDate,pq_entryDate,pq_issue,pq_pages,pq_placeOfPublication,pq_pubdate,pq_pubtitle,pq_year,pq_volume,Filename,Date,Additional Pages,ReviewType.1,Chapter,Chapter_Auth,special,downloaded
0.0,"A Ramejkis, V Eades-Miller, A Duncan",Opening Spaces for Creative and Critical Enquiry,2022,Opening spaces for creative and critical inquiry,ualresearchonline.arts.ac.uk,https://ualresearchonline.arts.ac.uk/id/eprint/17542/1/opening%20spaces%20for%20creative%20and%20critical%20inquiry.pdf,,175.0,##########,PDF,,,,,,,,0.0,0.0,0.0,3.0,3.0," Wikipedia Art + Feminism edit-a-thons, a sense they were the sort of thing librarians ought to be doing. The statistics on the Art+Feminism organisation website (Art+Feminism Wikipedia, ",https://ualresearchonline.arts.ac.uk/id/eprint/17542/1/opening%20spaces%20for%20creative%20and%20critical%20inquiry.pdf,,Art+Feminism,True,TRUE,175.0,,discussion,Art+Feminism,A_Ramejkis__V_Eades-Miller__A_Duncan_Opening_Spaces_for_Creative_and_Critical_Enquiry.pdf,0,Art+Feminism,##,Ed. Book,,False,Opening Spaces for ,Opening Spaces for,False,A Ramejkis,Ramejkis,,False,,,,,,,,,,,,,,,,,,,,False
5.0,A Washko,From webcams to wikipedia there is an art &feminism online social movement: Happening and it is not going away,2016,"Nordisk Tidsskrift for Informationsvidenskab og Kulturformidling, årg. 5, nr. 1, 2016",tidsskrift.dk,https://tidsskrift.dk/ntik/article/view/25883,"https://scholar.google.com/scholar?cites=16022407708825927840&as_sdt=2005&sciodt=0,5&hl=en",405.0,##########,,,,,,,,,5.0,1.0,5.0,1.0,8.0," , spread and execution of the Art+Feminism Wikipedia Edit-a- on the Art+Feminism Wikipedia Edit-a-thon's own Wikipedia  backing actions like the feminist Wikipedia swarm edit. The ",https://tidsskrift.dk/ntik/article/download/25883/22791,,Art+Feminism,True,TRUE,405.0,,discussion,Art+Feminism,A_Washko_From_webcams_to_wikipedia_there_is_an_art_&feminism_online_social_movement_Happening_and_it_is_not_going_away.pdf,0,0,##,,,False,From webcams to ,From webcams to,False,A Washko,Washko,,False,,,,,,,,,,,,,,,,,,,,False
0.0,"AM Furness, P Poletto",Extending the Conversation: Art Gallery of Ontario Artists in Residence and the Edward P. Taylor Library &Archives,2024,International Journal of Librarianship,journal.calaijol.org,https://journal.calaijol.org/index.php/ijol/article/view/364,,151.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,1.0," The AGO’s first Art + Feminism Wikipedia edit-a-thon took  The goals and values of the Art+Feminism project were well  around the event, the Art+Feminism project was only a year old in ",https://journal.calaijol.org/index.php/ijol/article/download/364/413,,Art+Feminism,True,TRUE,151.0,,discussion,Art+Feminism,AM_Furness__P_Poletto_Extending_the_Conversation_Art_Gallery_of_Ontario_Artists_in_Residence_and_the_Edward_P._Taylor_Library_&Archives.pdf,0,0,0,,,True,Extending the Conversation: ,Extending the Conversation:,True,AM Furness,Furness,,True,Extending the Conversation: Art Gallery of Ontario Artists in Residence and the Edward P. Taylor Library & Archives,"Amy Marshall Furness;Poletto, Paola", Journal Article,0, 2024,2.0, 60-78, Champaign,2024,International Journal of Librarianship,2024.0,9.0,,,,,,,,False
9.0,"BP Fiedler, R Mitola, J Cheng",Responding to hate: How national and local incidents sparked action at the UNLV University Libraries,2020,Reference Services Review,emerald.com,https://www.emerald.com/insight/content/doi/10.1108/RSR-09-2019-0071/full/html?utm_source=ext_email_other&utm_medium=email&utm_campaign=ace_45thPres_SI_Email2_20200429_free?utm_source=listserv&utm_medium=email&utm_campaign=ace_45thPres_SI_Listserv2_20200429_free,"https://scholar.google.com/scholar?cites=5725952953371940154&as_sdt=2005&sciodt=0,5&hl=en",232.0,##########,,10.1108/RSR-09-2019-0071,,,,,,,9.0,2.0,3.0,3.0,4.0," to President Trump’s Wikipedia page. Pun reminds readers that “ as voter education workshops and Wikipedia edit-a-thons.  website) run stories about the “Art + Feminism Edit-a-thons”, ",https://digitalscholarship.unlv.edu/cgi/viewcontent.cgi?article=1678&context=lib_articles,,Art+Feminism,True,TRUE,232.0,,discussion,Art+Feminism,BP_Fiedler__R_Mitola__J_Cheng_Responding_to_hate_How_national_and_local_incidents_sparked_action_at_the_UNLV_University_Libraries.pdf,0,0,0,,,True,Responding to hate: ,Responding to hate:,True,BP Fiedler,Fiedler,,True,Responding to hate: how national and local incidents sparked action at the UNLV University Libraries,"Fiedler, Brittany Paloma;Rosan Mitola;Cheng, James"," Journal Article , Case Study", 2020-01-10, 2020,1.0, 63-90, Bradford,2020,Reference Services Review,2020.0,48.0,,,,,,,,False
0.0,"C Baron, O Eckert",The Kentucky Women Artists Timeline,2021,ThinkIR: The Univ ThinkIR: The University of Louisville ersity of Louisville's Institutional Reposit s Institutional Repository,ir.library.louisville.edu,https://ir.library.louisville.edu/faculty/774/,,191.0,##########,,,,,,,,,0.0,0.0,0.0,2.0,3.0, The nonprofit Art+Feminism has led the way in closing gaps  Data analysis tools have shown that Wikipedia contains  articles on Wikipedia through events sponsored by Art+Feminism. ,https://ir.library.louisville.edu/cgi/viewcontent.cgi?article=1784&context=faculty,,Art+Feminism,True,TRUE,191.0,,discussion,Art+Feminism,C_Baron__O_Eckert_The_Kentucky_Women_Artists_Timeline.pdf,0,0,0,,,False,The Kentucky Women ,The Kentucky Women,False,C Baron,Baron,,True,,,,,,,,,,,,,,,,,,,,False
1.0,C MacArthur,The Effects of Ambiguity: A Feminist Study of Human Signifiers in Human-Computer Interaction,2016,"The Effects of Ambiguity:
A Feminist Study of Human Signifiers in
Human-Computer Interaction",uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/handle/10012/10243,"https://scholar.google.com/scholar?cites=754541714867525367&as_sdt=2005&sciodt=0,5&hl=en",315.0,##########,,,,,,,,,1.0,0.0,1.0,1.0,8.0," Interestingly, Art+Feminism organizers state that Wikipedia has been very supportive of their initiative, even providing funding for childcare during the event, despite the site having ",https://uwspace.uwaterloo.ca/bitstream/handle/10012/10243/MacArthur_Cayley.pdf?sequence=1&isAllowed=y,,Art+Feminism,True,TRUE,315.0,,discussion,Art+Feminism,C_MacArthur_The_Effects_of_Ambiguity_A_Feminist_Study_of_Human_Signifiers_in_Human-Computer_Interaction.pdf,0,0,0,,,False,The Effects of ,The Effects of,False,C MacArthur,MacArthur,,False,,,,,,,,,,,,,,,,,,,,False
1.0,C Meyer,"“If You Want to Change the World, Edit Wikipedia”: Mitigating the Gender Gap and Systemic Bias on Wikipedia",2022,Mitigating the Gender Gap and Systemic Bias on Wikipedia,search.proquest.com,https://search.proquest.com/openview/e24b5309c75a4e6c7395ffef67532eb5/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=8FCVcMI1e_0AAAAA:cfIkgtBpdVj51nOUXH2L09lcJZWC-8FEtrMxkOAg-4MEGjqxTQ8eKGmGvUZFmOTVXZTE78-8XA,"https://scholar.google.com/scholar?cites=14697624069885238398&as_sdt=2005&sciodt=0,5&hl=en",110.0,##########,HTML,,,,,,,,1.0,1.0,1.0,1.0,2.0, The founders of Art+Feminism write in Wikipedia @ 20 that edit counts do not accurately measure the success of individuals or projects because it fails to consider other kinds of labor ,https://search.proquest.com/openview/e24b5309c75a4e6c7395ffef67532eb5/1?pq-origsite=gscholar&cbl=18750&diss=y&casa_token=8FCVcMI1e_0AAAAA:cfIkgtBpdVj51nOUXH2L09lcJZWC-8FEtrMxkOAg-4MEGjqxTQ8eKGmGvUZFmOTVXZTE78-8XA,,Art+Feminism,True,TRUE,110.0,,discussion,Art+Feminism,"C_Meyer_“If_You_Want_to_Change_the_World,_Edit_Wikipedia”_Mitigating_the_Gender_Gap_and_Systemic_Bias_on_Wikipedia.pdf",0,0,0,MA Thesis,,True,“If You Want ,“If You Want,True,C Meyer,Meyer,,True,"“If You Want to Change the World, Edit Wikipedia”: Mitigating the Gender Gap and Systemic Bias on Wikipedia","Meyer, Christine", Dissertation/Thesis,0, 2022,0.0,0,0,2022,ProQuest Dissertations and Theses,2022.0,0.0,,,,,,,,False
0.0,C MEYER,"Uncovering Women's Stories: She Said, but Not According to Wikipedia",,Women Advancing Knowledge Equity,upload.wikimedia.org,https://upload.wikimedia.org/wikipedia/commons/7/78/Women_Advancing_Knowledge_Equity_%282023%29.pdf#page=37,,21.0,12/23/24 20:52,PDF,,,,,,,,0.0,0.0,0.0,1.0,," Wikipedia. Significant strides have been made, especially by WikiProjects like Women in Red, Art+ Feminism In this chapter, I describe strategic ways of writing biographies on Wikipedia ",https://upload.wikimedia.org/wikipedia/commons/7/78/Women_Advancing_Knowledge_Equity_%282023%29.pdf#page=37,,Art+Feminism,True,TRUE,21.0,,discussion,Art+Feminism,"C_MEYER_Uncovering_Womens_Stories_She_Said,_but_Not_According_to_Wikipedia.pdf",0,0,no_date,Ed. Book,0,False,Uncovering Women's Stories: ,Uncovering Women's Stories:,False,C MEYER,MEYER,,True,,,,,,,,,,,,,,,,,,,,False
2.0,C Stine,Crowdsourced pedagogy: Editing Wikipedia and the Framework for Information Literacy for Higher Education,2022,College &Research Libraries News,crln.acrl.org,https://crln.acrl.org/index.php/crlnews/article/view/25406,"https://scholar.google.com/scholar?cites=8094061310176272581&as_sdt=2005&sciodt=0,5&hl=en",76.0,##########,,,,,,,,,2.0,1.0,2.0,1.0,2.0," Librarians can support efforts to increase the diversity of editors by participating in edit-a-thon campaigns such as 1Lib1Ref, Art+Feminism, and Women in Science, which seek to bridge ",https://crln.acrl.org/index.php/crlnews/article/download/25406/33276,,Art+Feminism,True,TRUE,76.0,,discussion,Art+Feminism,C_Stine_Crowdsourced_pedagogy_Editing_Wikipedia_and_the_Framework_for_Information_Literacy_for_Higher_Education.pdf,0,Art+Feminism,0,,,False,Crowdsourced pedagogy: Editing ,Crowdsourced pedagogy: Editing,False,C Stine,Stine,,True,,,,,,,,,,,,,,,,,,,,False
0.0,C Strzelecka,Cyfrowe wiedźmy Wikipedii,2021,Czas Kultury,ceeol.com,https://www.ceeol.com/search/article-detail?id=969445,,410.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,3.0," współczesna Kariatyda w prawej ręce trzyma symbol globalnego ruchu Art+Feminism.  Wikipedia articles about Polish women artists. Using online tools, the digital Witches of Wikipedia ",https://www.academia.edu/download/96306461/49_54_CStrzelecka_CyfroweWiedzmyWikipedii_CzasKultury_2_2021.pdf,,Art+Feminism,True,TRUE,410.0,,discussion,Art+Feminism,C_Strzelecka_Cyfrowe_wiedźmy_Wikipedii.pdf,0,Art+Feminism,0,,,False,Cyfrowe wiedźmy Wikipedii,Cyfrowe wiedźmy Wikipedi,False,C Strzelecka,Strzelecka,,False,,,,,,,,,,,,,,,,,,,,False
0.0,D Gaertner,# HonouringIndigenousWriters: Visiting with and through Indigenous Literatures in the “Digital Turn”,2023,Transmotion,journals.kent.ac.uk,https://journals.kent.ac.uk/index.php/transmotion/article/view/1107,,117.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,1.0," Art + Feminism represents one of the most enduring and successful Wikipedia editathons, with a track record spanning since 2014. This global movement has engaged over 20,000 ",https://journals.kent.ac.uk/index.php/transmotion/article/download/1107/2250,,Art+Feminism,True,TRUE,117.0,,discussion,Art+Feminism,D_Gaertner_#_HonouringIndigenousWriters_Visiting_with_and_through_Indigenous_Literatures_in_the_“Digital_Turn”.pdf,0,0,0,,,False,# HonouringIndigenousWriters: Visiting ,# HonouringIndigenousWriters: Visiting,False,D Gaertner,Gaertner,,False,,,,,,,,,,,,,,,,,,,,False
0.0,D Robb,Exploring Imbalances on Wikipedia Through Archival Creation Theories,2024,The iJournal: Student Journal of the Faculty of …,theijournal.ca,https://theijournal.ca/index.php/ijournal/article/view/44532,,37.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,1.0," Art+Feminism, an organization with a mission “to build a community of activists committed to closing information gaps,” starts with Wikipedia (Art+Feminism, nd). Its vision is to welcome ",https://theijournal.ca/index.php/ijournal/article/download/44532/33510,,Art+Feminism,True,TRUE,37.0,,discussion,Art+Feminism,D_Robb_Exploring_Imbalances_on_Wikipedia_Through_Archival_Creation_Theories.pdf,0,0,##,,,False,Exploring Imbalances on ,Exploring Imbalances on,False,D Robb,Robb,,False,,,,,,,,,,,,,,,,,,,,False
7.0,D Robichaud,Wikipedia Edit-a-thons: Thinking Beyond the Warm Fuzzie,2017,Wikipedia Edit-a-thons: Thinking Beyond the Warm Fuzzies,uwspace.uwaterloo.ca,https://uwspace.uwaterloo.ca/handle/10012/11860,"https://scholar.google.com/scholar?cites=1272390586966493540&as_sdt=2005&sciodt=0,5&hl=en",57.0,##########,,,,,,,,,7.0,1.0,7.0,1.0,7.0," Encompassing information and technical literacy skills development, the success of edit-a-thon campaigns, such the annual art+feminism events, demonstrate their utility and value as ",https://uwspace.uwaterloo.ca/bitstream/handle/10012/11860/3802-20672-2-PB.pdf?sequence=1&isAllowed=y,,Art+Feminism,True,TRUE,57.0,,discussion,Art+Feminism,D_Robichaud_Wikipedia_Edit-a-thons_Thinking_Beyond_the_Warm_Fuzzie.pdf,0,0,0,,,False,Wikipedia Edit-a-thons: Thinking ,Wikipedia Edit-a-thons: Thinking,False,D Robichaud,Robichaud,,False,,,,,,,,,,,,,,,,,,,,False
28.0,"E Arroyo-Ramirez, RL Chou, J Freedman, S Fujita…",The reach of a long-arm stapler: Calling in microaggressions in the LIS field through zine work,2018,Library Trends,muse.jhu.edu,https://muse.jhu.edu/pub/1/article/706991/summary,"https://scholar.google.com/scholar?cites=8268944078679938774&as_sdt=2005&sciodt=0,5&hl=en",262.0,##########,,,,,,,,,28.0,5.0,6.0,5.0,6.0," Within the LIS field, examples include #critlib and #libtechgender on Twitter and the Art+Feminism Wikipedia Edit-a-thon events. Outside of the LIS field, there were projects such as The ",https://www.ideals.illinois.edu/items/108098/bitstreams/352753/object?dl=1,,Art+Feminism,True,TRUE,262.0,,discussion,Art+Feminism,E_Arroyo-Ramirez__RL_Chou__J_Freedman__S_Fujita..._The_reach_of_a_long-arm_stapler_Calling_in_microaggressions_in_the_LIS_field_through_zine_work.pdf,0,0,0,,,True,The reach of ,The reach of,True,E Arroyo-Ramirez,Arroyo-Ramirez,,True,The Reach of a Long-Arm Stapler: Calling in Microaggressions in the LIS Field through Zine Work,"Arroyo-Ramirez, Elvia;Chou, Rose L;Freedman, Jenna;Fujita, Simone;Cynthia Mari Orozco", Journal Article,0, Summer 2018,1.0, 107-130, Baltimore,Summer 2018,Library Trends,2018.0,67.0,,,,,,,,False
0.0,"E Baker, L McNamara, B Mackay, K Vincent","How to contribute climate change information to Wikipedia: a guide for researchers, practitioners and communicators",2020,"HOW TO CONTRIBUTE CLIMATE CHANGE
INFORMATION TO WIKIPEDIA ",idl-bnc-idrc.dspacedirect.org,https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/59701/1/451decdb-5a38-4253-9eb3-79ac1b8649ce.pdf,,276.0,##########,PDF,,,,,,,,0.0,0.0,0.0,4.0,4.0," editing Wikipedia can seem daunting at first, once you are familiar with the Wikipedia style and  A student participates in the Art+Feminism Wikipedia edita-thon (adding content about ",https://idl-bnc-idrc.dspacedirect.org/bitstream/10625/59701/1/451decdb-5a38-4253-9eb3-79ac1b8649ce.pdf,,Art+Feminism,True,TRUE,276.0,,discussion,Art+Feminism,"E_Baker__L_McNamara__B_Mackay__K_Vincent_How_to_contribute_climate_change_information_to_Wikipedia_a_guide_for_researchers,_practitioners_and_communicators.pdf",0,0,0,,,False,How to contribute ,How to contribute,False,E Baker,Baker,,False,,,,,,,,,,,,,,,,,,,,False
0.0,"E Brown, JE Pierce, L Chapin, A Nguyen, J Kramer…",161 SCHOLARLY COMMUNICATION Open access,2022,Association o f College & Research Libraries,crln.acrl.org,https://crln.acrl.org/index.php/crlnews/issue/viewFile/1616/11,,249.0,##########,PDF,,,,,,,,0.0,0.0,0.0,6.0,2.0," ’s Bridwell Art Library writes about her use of Wikipedia editing as a classroom tool to teach  -a-thon campaigns such as 1Lib1Ref, Art+Feminism, and Women in Science, which seek to ",https://crln.acrl.org/index.php/crlnews/issue/viewFile/1616/11,,Art+Feminism,True,TRUE,249.0,,discussion,Art+Feminism,E_Brown__JE_Pierce__L_Chapin__A_Nguyen__J_Kramer..._161_SCHOLARLY_COMMUNICATION_Open_access.pdf,0,Art+Feminism,0,,,False,161 SCHOLARLY COMMUNICATION ,161 SCHOLARLY COMMUNICATION,False,E Brown,Brown,,True,,,,,,,,,,,,,,,,,,,,False
0.0,"E Covington, D Arbino, G Bastone, E Gerberich…",DAC Blog 2021-03,2021,"University of TexasLibraries Diversity Action
Committee",repositories.lib.utexas.edu,https://repositories.lib.utexas.edu/bitstreams/53ca08e4-938d-4867-a6f1-282b905663f8/download,,177.0,##########,PDF,,,,,,,,0.0,0.0,0.0,5.0,3.0," —Queering the Record and Art+Feminism—both aiming to expand the information available on Wikipedia related to queer, trans, and feminist topics. Though Art+Feminism is part of a ",https://repositories.lib.utexas.edu/bitstreams/53ca08e4-938d-4867-a6f1-282b905663f8/download,,Art+Feminism,True,TRUE,177.0,,discussion,Art+Feminism,E_Covington__D_Arbino__G_Bastone__E_Gerberich..._DAC_Blog_2021-03.pdf,0,0,0,,,False,DAC Blog 2021-03,DAC Blog 2021-0,False,E Covington,Covington,,False,,,,,,,,,,,,,,,,,,,,False
0.0,E Joud,L'expérience de contribution non monétaire,2021,L’expérience de contribution non monétaire,theses.hal.science,https://theses.hal.science/tel-04127347/,,465.0,##########,,,,,,,,,0.0,0.0,0.0,1.0,3.0," Art + Feminism est une organisation sans but lucratif1 qui vise à lutter contre un biais de  -binaires, transsexuelles ou racisées dans les encyclopédies Wikipédia et ses projets annexes (",https://theses.hal.science/tel-04127347/document,,Art+Feminism,True,TRUE,465.0,,discussion,Art+Feminism,E_Joud_Lexpérience_de_contribution_non_monétaire.pdf,0,0,0,Dissertation,,False,L'expérience de contribution ,L'expérience de contribution,False,E Joud,Joud,,False,,,,,,,,,,,,,,,,,,,,False
0.0,G Purchio,Check Out the Library,2019,Humboldt State University Library,digitalcommons.humboldt.edu,https://digitalcommons.humboldt.edu/cgi/viewcontent.cgi?article=1004&context=library_pub,,87.0,##########,PDF,,,,,,,,0.0,0.0,0.0,1.0,5.0," hosted the Art+Feminism Wikipedia Edit-athon, an annual  by Art+Feminism, is to reduce the gender gap in Wikipedia by  transgender women artists in Wikipedia articles. HSU student ",https://digitalcommons.humboldt.edu/cgi/viewcontent.cgi?article=1004&context=library_pub,,Art+Feminism,True,TRUE,87.0,,discussion,Art+Feminism,G_Purchio_Check_Out_the_Library.pdf,0,0,0,,,False,Check Out the ,Check Out the,False,G Purchio,Purchio,,False,,,,,,,,,,,,,,,,,,,,False
25.0,"J Xing, M Vetter",Editing for equity: Understanding instructor motivations for integrating cross-disciplinary Wikipedia assignments,2020,First Monday,firstmonday.org,https://firstmonday.org/ojs/index.php/fm/article/view/10575,"https://scholar.google.com/scholar?cites=2763555704629007188&as_sdt=2005&sciodt=0,5&hl=en",56.0,##########,,,,,,,,,25.0,6.0,13.0,2.0,4.0," Given the momentum of organizations such as Art+Feminism, and the overall increase  Wikipedia and Wiki Education, this paper explores faculty motivations for teaching with Wikipedia ",https://firstmonday.org/ojs/index.php/fm/article/download/10575/9552,,Art+Feminism,True,TRUE,56.0,,discussion,Art+Feminism,J_Xing__M_Vetter_Editing_for_equity_Understanding_instructor_motivations_for_integrating_cross-disciplinary_Wikipedia_assignments.pdf,0,Art+Feminism,0,,,False,Editing for equity: ,Editing for equity:,False,J Xing,Xing,,False,,,,,,,,,,,,,,,,,,,,False
0.0,"JEG Acevedo, S Savage",AI-powered Chatbot for New Wikipedia Editors,2024,"AI-powered Chatbot for New Wikipedia
Editors",openreview.net,https://openreview.net/pdf?id=htzQKhJCHM,,80.0,##########,PDF,,,,,,,,0.0,0.0,0.0,2.0,1.0," Initiatives such as ART+Feminism, along with offline edit-a-thons have proved to be successful at recruiting new collaborators; however, retention remains problematic [3]. In order to ",https://openreview.net/pdf?id=htzQKhJCHM,,Art+Feminism,True,TRUE,80.0,,discussion,Art+Feminism,JEG_Acevedo__S_Savage_AI-powered_Chatbot_for_New_Wikipedia_Editors.pdf,0,0,0,,,False,AI-powered Chatbot for ,AI-powered Chatbot for,False,JEG Acevedo,Acevedo,,False,,,,,,,,,,,,,,,,,,,,False
